contract_term_id,contract_id,term_sequence,effective_start_date,effective_end_date,term_length_months,payment_terms_days,overage_policy_type,volume_commitment_type,annual_subscription_fee,implementation_fee,support_tier,support_fee,transaction_fee_per_unit,committed_transaction_volume,ramp_discount_pct,renewal_uplift_pct,price_escalator_pct,termination_for_convenience_flag,price_hold_months,service_level_notes
1192,597,2,2024-11-07,2025-11-06,12,30,true_up,hard_commit,1026279.43,0.0,enterprise,192507.42,0.0099,9539907,0.0,5.7,4.46,true,3,Custom onboarding and SLA language applied for rollout phases
1193,597,3,2025-11-07,2026-11-06,12,30,per_unit_overage,soft_commit,1033609.07,0.0,enterprise,193882.3,0.00997,9906827,0.0,6.1,2.57,false,12,Custom onboarding and SLA language applied for rollout phases
1194,597,4,2026-11-07,2027-11-06,12,60,per_unit_overage,soft_commit,1122762.02,0.0,enterprise,210605.43,0.01083,10273746,0.0,7.88,4.55,false,6,Custom onboarding and SLA language applied for rollout phases
1195,598,1,2024-12-24,2025-12-23,12,30,none,none,107211.34,10892.59,standard,8759.81,0.00967,640848,0.0,6.58,0.0,false,0,
1196,599,1,2024-04-24,2025-04-23,12,30,none,none,54753.11,8100.53,premium,7362.18,,,2.92,3.76,0.0,false,0,
1197,599,2,2025-04-24,2026-04-23,12,30,none,none,56751.6,0.0,premium,7630.9,,,0.0,3.58,3.65,false,0,
1198,600,1,2025-08-06,2026-08-05,12,30,none,none,74752.53,9212.27,premium,10028.27,0.00973,621730,0.0,3.45,0.0,false,0,
1199,601,1,2026-02-15,2027-02-14,12,45,tiered_overage,hard_commit,1475434.97,317226.27,premium,204464.6,0.01078,7868864,17.7,6.11,0.0,false,0,
1200,601,2,2027-02-15,2028-02-14,12,45,per_unit_overage,hard_commit,1542714.8,0.0,premium,213788.19,0.01127,8183618,0.0,7.22,4.56,false,6,
1201,601,3,2028-02-15,2029-02-14,12,60,tiered_overage,ramp_commit,1570764.65,0.0,premium,217675.31,0.01148,8498373,0.0,6.47,3.18,false,3,Custom onboarding and SLA language applied for rollout phases
1202,601,4,2029-02-15,2030-02-14,12,90,tiered_overage,ramp_commit,1697772.89,0.0,premium,235276.01,0.0124,8813127,0.0,5.39,4.79,true,0,Custom onboarding and SLA language applied for rollout phases
1203,601,5,2030-02-15,2031-02-14,12,60,tiered_overage,ramp_commit,1685257.17,0.0,premium,233541.59,0.01231,9127882,0.0,5.65,3.38,false,12,Custom onboarding and SLA language applied for rollout phases
1204,602,1,2024-12-29,2025-12-28,12,45,tiered_overage,soft_commit,700646.68,82359.9,enterprise,138142.37,0.01031,21007408,24.0,6.68,0.0,false,6,
1205,602,2,2025-12-29,2026-12-28,12,30,true_up,ramp_commit,727551.51,0.0,enterprise,143447.04,0.01071,21847704,0.0,5.79,3.84,false,6,Custom onboarding and SLA language applied for rollout phases
1206,602,3,2026-12-29,2027-12-28,12,30,tiered_overage,soft_commit,762782.52,0.0,enterprise,150393.33,0.01122,22688000,0.0,5.49,4.34,true,3,Custom onboarding and SLA language applied for rollout phases
1207,602,4,2027-12-29,2028-12-28,12,45,tiered_overage,hard_commit,783820.54,0.0,enterprise,154541.27,0.01153,23528296,0.0,7.4,3.81,false,12,
1208,602,5,2028-12-29,2029-12-28,12,30,per_unit_overage,ramp_commit,848077.24,0.0,enterprise,167210.38,0.01248,24368593,0.0,7.36,4.89,false,6,Custom onboarding and SLA language applied for rollout phases
1209,603,1,2023-07-08,2024-07-07,12,30,none,none,139509.46,26031.07,premium,19496.63,,,20.32,7.19,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1210,603,2,2024-07-08,2025-07-07,12,90,none,none,144503.9,0.0,premium,20194.61,,,0.0,7.33,3.58,false,6,
1211,603,3,2025-07-08,2026-07-07,12,30,none,none,149706.04,0.0,premium,20921.62,,,0.0,4.48,3.59,false,12,Custom onboarding and SLA language applied for rollout phases
1212,603,4,2026-07-08,2027-07-07,12,60,none,none,157155.62,0.0,premium,21962.7,,,0.0,4.4,4.05,true,0,Custom onboarding and SLA language applied for rollout phases
1213,604,1,2024-07-16,2025-07-15,12,30,none,none,32352.75,2234.36,premium,4255.09,,,0.0,7.41,0.0,false,3,
1214,605,1,2023-12-06,2024-12-05,12,30,none,none,26685.43,2089.31,standard,2193.67,,,0.0,5.1,0.0,false,0,
1215,606,1,2023-10-19,2024-10-18,12,30,none,none,19839.58,5833.71,standard,1616.24,0.01034,230760,0.0,6.0,0.0,false,3,
1216,607,1,2023-09-19,2024-09-18,12,90,none,none,1102637.49,120780.83,enterprise,216208.08,,,22.8,7.95,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
1217,607,2,2024-09-19,2025-09-18,12,30,none,none,1150381.69,0.0,enterprise,225569.89,,,0.0,6.21,4.33,false,6,
1218,607,3,2025-09-19,2026-09-18,12,30,none,none,1165929.86,0.0,enterprise,228618.62,,,0.0,4.45,2.83,true,6,
1219,608,1,2025-05-18,2026-05-17,12,60,none,none,866531.52,90355.23,standard,72974.98,,,0.0,5.34,0.0,true,6,
1220,609,1,2025-02-14,2026-02-13,12,45,none,none,990783.52,107277.4,enterprise,192292.65,,,21.06,5.04,0.0,false,12,
1221,609,2,2026-02-14,2027-02-13,12,60,none,none,1020507.03,0.0,enterprise,198061.43,,,0.0,4.2,3.0,false,0,
1222,609,3,2027-02-14,2028-02-13,12,45,none,none,1089635.67,0.0,enterprise,211478.01,,,0.0,4.36,4.87,false,0,Custom onboarding and SLA language applied for rollout phases
1223,609,4,2028-02-14,2029-02-13,12,60,none,none,1090241.63,0.0,enterprise,211595.62,,,0.0,6.8,3.24,true,0,Custom onboarding and SLA language applied for rollout phases
1224,610,1,2025-02-04,2026-02-03,12,30,none,none,431292.75,52584.67,premium,59663.57,,,17.18,6.47,0.0,false,3,
1225,610,2,2026-02-04,2027-02-03,12,60,none,none,452900.52,0.0,premium,62652.71,,,0.0,7.35,5.01,false,6,Custom onboarding and SLA language applied for rollout phases
1226,610,3,2027-02-04,2028-02-03,12,30,none,none,468821.59,0.0,premium,64855.18,,,0.0,6.85,4.26,false,0,Custom onboarding and SLA language applied for rollout phases
1227,611,1,2025-07-30,2026-07-29,12,30,none,none,139221.94,24760.87,premium,18581.12,,,0.0,6.17,0.0,false,3,
1228,612,1,2023-03-13,2024-03-12,12,60,per_unit_overage,hard_commit,737983.46,45371.75,enterprise,135738.39,0.00941,2293223,0.0,6.35,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1229,613,1,2025-06-13,2026-06-12,12,90,tiered_overage,ramp_commit,181485.65,29858.76,premium,25271.4,0.00985,1268095,19.25,6.38,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1230,613,2,2026-06-13,2027-06-12,12,30,tiered_overage,hard_commit,187166.15,0.0,premium,26062.39,0.01016,1318818,0.0,4.1,3.13,true,12,Custom onboarding and SLA language applied for rollout phases
1231,613,3,2027-06-13,2028-06-12,12,45,per_unit_overage,hard_commit,192874.75,0.0,premium,26857.3,0.01047,1369542,0.0,5.44,3.09,true,0,Custom onboarding and SLA language applied for rollout phases
1232,614,1,2025-11-19,2026-11-18,12,45,none,none,393184.89,47657.41,premium,53548.55,,,3.88,3.63,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
1233,614,2,2026-11-19,2027-11-18,12,90,none,none,413905.73,0.0,premium,56370.56,,,0.0,3.51,5.27,false,3,Custom onboarding and SLA language applied for rollout phases
1234,615,1,2023-02-25,2024-02-24,12,30,none,soft_commit,16341.98,5539.16,standard,1355.96,0.01121,64553,0.0,5.56,0.0,false,3,
1235,616,1,2023-09-14,2024-09-13,12,30,none,none,57720.72,8291.69,enterprise,10785.83,0.01013,926750,3.21,6.41,0.0,false,0,
1236,616,2,2024-09-14,2025-09-13,12,30,none,soft_commit,59631.28,0.0,enterprise,11142.84,0.01047,963820,0.0,6.56,3.31,false,0,
1237,617,1,2025-04-10,2026-04-09,12,30,none,none,26500.19,6493.82,standard,2170.88,0.01285,106778,0.0,7.35,0.0,false,0,
1238,618,1,2023-03-28,2024-03-27,12,30,none,none,221832.47,18440.32,enterprise,42389.77,,,4.8,6.56,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1239,618,2,2024-03-28,2025-03-27,12,30,none,none,231260.35,0.0,enterprise,44191.34,,,0.0,6.52,4.25,false,12,Custom onboarding and SLA language applied for rollout phases
1240,619,1,2024-04-21,2025-04-20,12,45,none,none,53199.1,6359.35,premium,7236.77,,,12.66,7.88,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1241,619,2,2025-04-21,2026-04-20,12,30,none,none,55321.74,0.0,premium,7525.52,,,0.0,3.79,3.99,false,12,
1242,619,3,2026-04-21,2027-04-20,12,30,none,none,58194.86,0.0,premium,7916.35,,,0.0,6.95,4.59,false,0,Custom onboarding and SLA language applied for rollout phases
1243,620,1,2025-10-03,2026-10-02,12,30,none,none,118777.36,25598.28,premium,16282.6,0.01126,1350260,14.23,3.77,0.0,false,0,
1244,620,2,2026-10-03,2027-10-02,12,30,none,none,121889.33,0.0,premium,16709.2,0.01156,1404270,0.0,5.8,2.62,false,0,
1245,620,3,2027-10-03,2028-10-02,12,30,none,none,128197.97,0.0,premium,17574.03,0.01215,1458280,0.0,4.78,3.89,false,0,
1246,621,1,2024-08-03,2025-08-02,12,30,none,none,56102.21,3031.9,standard,4636.86,,,0.0,5.85,0.0,false,0,
1247,622,1,2024-02-29,2025-02-27,12,30,per_unit_overage,none,86345.79,31103.62,enterprise,16168.96,0.01143,474614,0.0,4.53,0.0,false,0,
1248,623,1,2023-06-02,2024-06-01,12,30,none,soft_commit,60088.98,26897.97,standard,5118.89,0.01212,1347279,5.0,3.51,0.0,false,0,
1249,623,2,2024-06-02,2025-06-01,12,30,per_unit_overage,none,61891.65,0.0,standard,5272.46,0.01248,1401170,0.0,6.24,3.0,false,0,
1250,624,1,2024-04-06,2025-04-05,12,30,none,none,434258.02,52380.13,enterprise,82790.99,,,4.64,4.83,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1251,624,2,2025-04-06,2026-04-05,12,45,none,none,447372.61,0.0,enterprise,85291.28,,,0.0,6.42,3.02,true,0,Custom onboarding and SLA language applied for rollout phases
1252,625,1,2025-02-24,2026-02-23,12,30,none,none,94094.59,21410.81,enterprise,17855.6,,,4.33,7.8,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1253,625,2,2026-02-24,2027-02-23,12,45,none,none,97369.08,0.0,enterprise,18476.97,,,0.0,4.37,3.48,true,3,
1254,626,1,2024-07-05,2025-07-04,12,60,hard_cap,hard_commit,62414.83,8638.49,standard,5239.58,0.00977,1293441,13.8,4.15,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1255,626,2,2025-07-05,2026-07-04,12,60,hard_cap,ramp_commit,64792.84,0.0,standard,5439.21,0.01014,1345178,0.0,6.57,3.81,false,3,
1256,626,3,2026-07-05,2027-07-04,12,90,true_up,soft_commit,67728.76,0.0,standard,5685.67,0.0106,1396916,0.0,5.43,4.17,false,0,Custom onboarding and SLA language applied for rollout phases
1257,627,1,2023-03-30,2024-03-29,12,90,none,none,343995.2,24539.63,premium,46307.85,,,0.0,5.36,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1258,628,1,2025-11-03,2026-11-02,12,30,per_unit_overage,hard_commit,312910.9,23177.74,premium,42477.07,0.01087,2452848,0.0,4.61,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
1259,629,1,2025-08-15,2026-08-14,12,30,none,none,467786.57,31708.74,premium,63089.3,,,0.0,4.87,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1260,630,1,2024-03-27,2025-03-26,12,30,none,none,17258.65,5660.34,standard,1448.01,0.0108,142124,13.24,4.81,0.0,false,0,
1261,630,2,2025-03-27,2026-03-26,12,30,none,none,17819.56,0.0,standard,1495.07,0.01115,147808,0.0,4.32,3.25,false,0,
1262,630,3,2026-03-27,2027-03-26,12,30,none,none,17998.17,0.0,standard,1510.06,0.01126,153493,0.0,3.57,2.12,false,0,
1263,630,4,2027-03-27,2028-03-26,12,30,none,soft_commit,19240.55,0.0,standard,1614.29,0.01204,159178,0.0,5.94,3.69,false,0,
1264,631,1,2023-06-13,2024-06-12,12,60,none,none,1780529.72,180183.37,enterprise,343726.91,,,19.38,4.94,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1265,631,2,2024-06-13,2025-06-12,12,30,none,none,1839287.2,0.0,enterprise,355069.9,,,0.0,3.54,3.3,false,6,Custom onboarding and SLA language applied for rollout phases
1266,631,3,2025-06-13,2026-06-12,12,60,none,none,1878707.84,0.0,enterprise,362679.96,,,0.0,5.04,2.72,false,3,
1267,631,4,2026-06-13,2027-06-12,12,60,none,none,2090177.19,0.0,enterprise,403503.6,,,0.0,5.05,5.49,false,6,Custom onboarding and SLA language applied for rollout phases
1268,632,1,2025-11-06,2026-11-05,12,30,none,none,29991.14,2193.49,standard,2466.57,,,2.44,6.47,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1269,632,2,2026-11-06,2027-11-05,12,45,none,none,30746.92,0.0,standard,2528.73,,,0.0,5.85,2.52,false,12,
1270,633,1,2023-02-09,2024-02-08,12,30,tiered_overage,hard_commit,618385.37,71668.63,enterprise,119934.15,0.00939,14349576,21.27,5.74,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1271,633,2,2024-02-09,2025-02-08,12,45,per_unit_overage,hard_commit,645594.33,0.0,enterprise,125211.25,0.0098,14923559,0.0,5.03,4.4,false,0,Custom onboarding and SLA language applied for rollout phases
1272,633,3,2025-02-09,2026-02-08,12,30,tiered_overage,ramp_commit,650325.13,0.0,enterprise,126128.78,0.00987,15497542,0.0,5.4,2.55,false,0,
1273,634,1,2024-01-08,2025-01-07,12,30,none,none,1034763.27,107463.0,premium,142785.08,,,4.79,7.68,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1274,634,2,2025-01-08,2026-01-07,12,45,none,none,1077292.04,0.0,premium,148653.55,,,0.0,5.85,4.11,true,0,Custom onboarding and SLA language applied for rollout phases
1275,635,1,2025-10-28,2026-10-27,12,90,per_unit_overage,hard_commit,1356179.27,132564.87,premium,184745.34,0.01108,8385923,12.76,4.67,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1276,635,2,2026-10-28,2027-10-27,12,30,tiered_overage,soft_commit,1396729.03,0.0,premium,190269.23,0.01141,8721359,0.0,5.93,2.99,true,3,Custom onboarding and SLA language applied for rollout phases
1277,635,3,2027-10-28,2028-10-27,12,60,true_up,ramp_commit,1471077.83,0.0,premium,200397.38,0.01202,9056796,0.0,7.37,4.15,false,3,Custom onboarding and SLA language applied for rollout phases
1278,636,1,2023-06-22,2024-06-21,12,30,none,none,359211.97,27020.4,enterprise,68890.95,0.00997,1180033,5.04,5.02,0.0,false,0,
1279,636,2,2024-06-22,2025-06-21,12,30,none,none,371856.23,0.0,enterprise,71315.91,0.01032,1227234,0.0,6.83,3.52,false,0,
1280,637,1,2024-08-23,2025-08-22,12,90,none,none,397738.06,27497.24,premium,53459.86,,,0.0,3.88,0.0,false,0,
1281,638,1,2024-12-25,2025-12-24,12,30,none,none,687853.46,248174.09,premium,96996.94,,,22.97,7.85,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1282,638,2,2025-12-25,2026-12-24,12,60,none,none,723759.41,0.0,premium,102060.18,,,0.0,6.66,5.22,false,0,
1283,638,3,2026-12-25,2027-12-24,12,90,none,none,755904.79,0.0,premium,106593.13,,,0.0,4.23,4.83,true,6,Custom onboarding and SLA language applied for rollout phases
1284,639,1,2024-10-24,2025-10-23,12,30,tiered_overage,soft_commit,804480.11,194805.87,premium,113985.57,0.00896,12362106,23.5,7.58,0.0,false,6,
1285,639,2,2025-10-24,2026-10-23,12,30,true_up,hard_commit,836417.97,0.0,premium,118510.8,0.00932,12856590,0.0,6.82,3.97,true,6,
1286,639,3,2026-10-24,2027-10-23,12,45,hard_cap,ramp_commit,886094.82,0.0,premium,125549.43,0.00987,13351074,0.0,6.03,4.95,false,0,
1287,639,4,2027-10-24,2028-10-23,12,90,per_unit_overage,ramp_commit,935016.4,0.0,premium,132481.06,0.01041,13845558,0.0,3.84,5.14,false,3,
1288,639,5,2028-10-24,2029-10-23,12,45,true_up,soft_commit,987572.01,0.0,premium,139927.58,0.011,14340042,0.0,6.21,5.26,false,6,Custom onboarding and SLA language applied for rollout phases
1289,640,1,2024-01-07,2025-01-06,12,30,none,none,34592.74,2308.89,standard,2809.58,0.01274,57485,0.0,7.34,0.0,false,0,
1290,641,1,2023-06-22,2024-06-21,12,30,none,none,645862.45,74289.85,enterprise,125268.34,,,19.98,5.59,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1291,641,2,2024-06-22,2025-06-21,12,30,none,none,670082.29,0.0,enterprise,129965.9,,,0.0,7.7,3.75,false,12,
1292,641,3,2025-06-22,2026-06-21,12,30,none,none,697759.02,0.0,enterprise,135333.95,,,0.0,4.34,3.94,false,0,
1293,642,1,2023-09-25,2024-09-24,12,30,none,none,1418770.37,143682.98,enterprise,271951.68,,,0.0,4.48,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1294,643,1,2023-08-13,2024-08-12,12,90,none,none,1055532.04,112423.86,premium,147376.36,,,19.74,5.26,0.0,true,6,
1295,643,2,2024-08-13,2025-08-12,12,30,none,none,1083609.19,0.0,premium,151296.57,,,0.0,6.77,2.66,true,3,Custom onboarding and SLA language applied for rollout phases
1296,643,3,2025-08-13,2026-08-12,12,60,none,none,1124820.64,0.0,premium,157050.63,,,0.0,7.75,3.23,true,0,Custom onboarding and SLA language applied for rollout phases
1297,644,1,2025-07-12,2026-07-11,12,90,true_up,ramp_commit,374870.92,48702.99,enterprise,72874.67,0.00968,3663169,20.52,5.15,0.0,true,12,
1298,644,2,2026-07-12,2027-07-11,12,60,tiered_overage,ramp_commit,384767.51,0.0,enterprise,74798.56,0.00994,3809695,0.0,3.71,2.64,false,12,Custom onboarding and SLA language applied for rollout phases
1299,644,3,2027-07-12,2028-07-11,12,30,true_up,ramp_commit,396697.29,0.0,enterprise,77117.7,0.01024,3956222,0.0,7.11,2.87,true,3,
1300,645,1,2025-05-02,2026-05-01,12,30,true_up,hard_commit,269687.49,36600.31,premium,36618.3,0.01,3070344,12.31,4.47,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1301,645,2,2026-05-02,2027-05-01,12,30,tiered_overage,soft_commit,280070.46,0.0,premium,38028.1,0.01039,3193157,0.0,6.3,3.85,true,6,
1302,645,3,2027-05-02,2028-05-01,12,60,tiered_overage,ramp_commit,285667.19,0.0,premium,38788.03,0.01059,3315971,0.0,6.23,2.92,true,0,Custom onboarding and SLA language applied for rollout phases
1303,646,1,2024-02-19,2025-02-18,12,30,true_up,soft_commit,1186539.92,113911.36,enterprise,220914.12,0.01029,6488467,0.0,5.42,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1304,647,1,2024-11-22,2025-11-21,12,45,per_unit_overage,hard_commit,607243.76,68999.86,enterprise,116494.98,0.01082,6916528,18.07,7.84,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1305,647,2,2025-11-22,2026-11-21,12,90,tiered_overage,soft_commit,626614.84,0.0,enterprise,120211.17,0.01117,7193189,0.0,6.74,3.19,true,0,
1306,647,3,2026-11-22,2027-11-21,12,60,true_up,ramp_commit,649866.35,0.0,enterprise,124671.79,0.01158,7469850,0.0,4.31,3.45,false,3,
1307,647,4,2027-11-22,2028-11-21,12,30,hard_cap,ramp_commit,711834.86,0.0,enterprise,136559.97,0.01268,7746511,0.0,5.68,5.44,false,6,Custom onboarding and SLA language applied for rollout phases
1308,648,1,2025-12-23,2026-12-22,12,45,none,none,116029.13,23381.16,premium,15904.71,,,4.34,7.95,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1309,648,2,2026-12-23,2027-12-22,12,90,none,none,119904.5,0.0,premium,16435.93,,,0.0,6.96,3.34,true,3,Custom onboarding and SLA language applied for rollout phases
1310,649,1,2023-09-23,2024-09-22,12,30,none,none,251364.97,36852.61,premium,35277.04,,,21.95,4.74,0.0,false,6,
1311,649,2,2024-09-23,2025-09-22,12,30,none,none,260112.47,0.0,premium,36504.68,,,0.0,7.94,3.48,true,12,Custom onboarding and SLA language applied for rollout phases
1312,649,3,2025-09-23,2026-09-22,12,30,none,none,264193.39,0.0,premium,37077.41,,,0.0,6.13,2.52,true,6,Custom onboarding and SLA language applied for rollout phases
1313,649,4,2026-09-23,2027-09-22,12,90,none,none,276276.44,0.0,premium,38773.16,,,0.0,3.83,3.2,true,6,Custom onboarding and SLA language applied for rollout phases
1314,650,1,2025-09-12,2026-09-11,12,45,per_unit_overage,hard_commit,28953.99,2153.81,standard,2371.74,0.01086,109906,2.11,7.04,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1315,650,2,2026-09-12,2027-09-11,12,30,true_up,hard_commit,29816.82,0.0,standard,2442.42,0.01118,114302,0.0,6.28,2.98,false,0,Custom onboarding and SLA language applied for rollout phases
1316,651,1,2024-08-18,2025-08-17,12,30,none,none,27948.89,6750.91,standard,2338.37,0.01267,166334,3.75,4.41,0.0,false,0,
1317,651,2,2025-08-18,2026-08-17,12,30,per_unit_overage,none,28784.56,0.0,standard,2408.29,0.01305,172987,0.0,6.81,2.99,false,0,
1318,652,1,2023-10-20,2024-10-19,12,90,none,none,107693.97,10864.01,premium,14242.19,,,0.0,6.63,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1319,653,1,2024-12-25,2025-12-24,12,30,none,none,25251.18,2047.39,enterprise,4679.65,,,0.0,3.04,0.0,false,0,
1320,654,1,2024-05-28,2025-05-27,12,30,none,none,60729.91,8409.95,standard,5003.34,,,0.0,4.38,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1321,655,1,2023-05-17,2024-05-16,12,30,none,none,624322.71,66847.19,enterprise,116793.31,,,0.0,4.21,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
1322,656,1,2023-10-08,2024-10-07,12,30,none,none,1152487.94,122204.25,enterprise,223295.78,,,5.69,3.71,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
